num,Season,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
233,2023,Lane Thomas,WSN,157,628,682,168,101,36,3,28,101,86,36,0,176,11,7,0,5,20,5,0.268
234,2023,Elias Díaz,COL,141,486,526,130,90,25,1,14,48,72,34,0,118,2,4,0,12,1,0,0.267
235,2023,Reese McGuire,BOS,72,187,206,50,36,12,1,1,15,16,11,0,53,1,1,2,2,2,1,0.267
236,2023,Randal Grichuk,2 Tms,118,434,471,116,67,31,2,16,65,44,29,2,96,6,2,0,11,2,2,0.267
237,2022,Santiago Espinal,TOR,135,449,491,120,88,25,0,7,51,51,36,1,68,2,3,1,12,6,6,0.267
238,2022,George Springer,TOR,133,513,583,137,86,22,4,25,89,76,54,1,100,7,5,0,7,14,2,0.267
239,2023,Aaron Judge,NYY,106,367,458,98,45,16,0,37,79,75,88,9,130,0,3,0,5,3,1,0.267
240,2023,Yan Gomes,CHC,116,382,419,102,70,20,2,10,44,63,21,1,81,9,7,0,9,1,0,0.267
241,2022,Corey Dickerson,STL,97,281,297,75,51,17,1,6,28,36,12,1,48,2,2,0,4,0,0,0.267
242,2022,Pablo Reyes,MIL,6,15,16,4,4,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0.267
243,2022,Cody Thomas,OAK,10,30,32,8,8,0,0,0,1,0,2,0,12,0,0,0,0,0,0,0.267
244,2023,Zack Gelof,OAK,69,270,300,72,37,20,1,14,40,32,26,1,82,3,1,0,5,14,2,0.267
245,2022,Teoscar Hernández,TOR,131,499,535,133,72,35,1,25,71,77,34,0,152,2,0,0,18,6,3,0.267
246,2022,Josh Bell,2 Tms,156,552,647,147,98,29,3,17,78,71,81,4,102,5,6,0,22,0,1,0.266
247,2022,Mark Canha,NYM,140,462,542,123,86,24,0,13,71,61,48,1,97,28,4,0,3,3,1,0.266
248,2023,Luis García Jr.,WSN,122,447,482,119,88,18,4,9,61,50,27,1,60,0,7,1,10,9,4,0.266
249,2023,Will Brennan,CLE,138,432,455,115,86,24,0,5,41,41,16,2,57,5,2,0,4,13,5,0.266
250,2023,Enmanuel Valdez,BOS,49,139,149,37,23,8,0,6,17,19,8,0,37,1,0,0,4,5,1,0.266
251,2023,Leody Taveras,TEX,143,511,554,136,88,31,3,14,67,67,35,0,117,1,4,3,3,14,4,0.266
252,2023,Nolan Arenado,STL,144,560,612,149,95,26,2,26,71,93,41,5,101,3,8,0,21,3,3,0.266
253,2023,Trea Turner,PHI,155,639,691,170,104,35,5,26,102,76,45,2,150,6,1,0,12,30,0,0.266
254,2023,J.P. Crawford,SEA,145,534,638,142,88,35,0,19,94,65,94,1,125,5,2,3,7,2,0,0.266
255,2023,Josh Jung,TEX,122,478,515,127,78,25,1,23,75,70,30,0,151,5,2,0,7,1,3,0.266
256,2022,Brendan Rodgers,COL,137,527,581,140,94,30,3,13,72,63,46,0,101,3,5,0,25,0,0,0.266
257,2022,Ronald Acuña Jr.,ATL,119,467,533,124,85,24,0,15,71,50,53,4,126,10,3,0,8,29,11,0.266
258,2022,Jason Vosler,SFG,36,98,111,26,15,6,1,4,14,12,10,1,29,2,1,0,3,1,1,0.265
259,2022,Jordan Diaz,OAK,15,49,51,13,10,3,0,0,3,1,2,0,7,0,0,0,1,0,0,0.265
260,2022,Raimel Tapia,TOR,128,411,433,109,79,20,3,7,47,52,16,0,81,0,1,3,12,8,2,0.265
261,2022,Tommy Edman,STL,153,577,630,153,105,31,4,13,95,57,46,2,111,5,1,1,10,32,3,0.265
262,2023,Kevin Kiermaier,TOR,129,370,408,98,63,21,6,8,58,36,29,0,86,4,4,1,9,14,1,0.265
263,2022,Zach Reks,TEX,16,34,34,9,8,1,0,0,3,3,0,0,10,0,0,0,0,0,1,0.265
264,2022,Bubba Thompson,TEX,55,170,181,45,39,5,0,1,18,9,7,0,56,2,0,2,2,18,3,0.265
265,2023,Orlando Arcia,ATL,139,488,533,129,87,25,0,17,66,65,39,0,102,3,3,0,14,1,0,0.264
266,2022,Charlie Blackmon,COL,135,530,577,140,96,22,6,16,60,78,32,4,109,8,3,4,10,4,1,0.264
267,2022,Nomar Mazara,SDP,55,159,171,42,32,8,0,2,16,18,10,0,40,2,0,0,3,0,0,0.264
268,2022,Garrett Stubbs,PHI,50,106,121,28,18,4,1,5,19,16,14,0,30,0,0,1,2,2,0,0.264
269,2022,Nate Eaton,KCR,44,106,122,28,20,4,3,1,16,12,10,0,30,2,3,1,2,11,1,0.264
270,2023,Vladimir Guerrero Jr.,TOR,156,602,682,159,103,30,0,26,78,94,67,5,100,9,4,0,23,5,3,0.264
271,2023,Andy Ibáñez,DET,114,356,383,94,58,23,2,11,42,41,24,0,69,1,1,1,7,1,0,0.264
272,2023,Willson Contreras,STL,125,428,495,113,66,27,0,20,55,67,51,0,111,13,2,1,12,6,3,0.264
273,2023,Luis Rengifo,LAA,126,394,445,104,69,15,4,16,55,51,41,0,82,6,4,0,3,6,4,0.264
274,2023,Nick Martini,CIN,29,72,79,19,9,3,1,6,10,16,5,0,15,2,0,0,1,0,0,0.264
275,2023,Ramón Urías,BAL,116,360,396,95,66,22,3,4,45,42,27,0,101,8,1,0,10,3,1,0.264
276,2022,Luis Rengifo,LAA,127,489,511,129,86,22,4,17,45,52,17,0,79,4,0,1,11,6,2,0.264
277,2023,Alex Verdugo,BOS,142,546,602,144,89,37,5,13,81,54,45,1,93,6,5,0,11,5,3,0.264
278,2023,Luis Robert Jr.,CHW,145,546,595,144,69,36,1,38,90,80,30,5,172,12,2,0,10,20,4,0.264
279,2023,Manuel Margot,TBR,99,311,336,82,56,21,1,4,39,38,18,0,55,4,3,0,6,9,3,0.264
280,2022,Austin Slater,SFG,125,277,325,73,49,15,2,7,49,34,40,0,89,6,2,0,9,12,1,0.264
281,2023,Jeremy Peña,HOU,150,577,634,152,107,32,3,10,81,52,43,1,129,9,1,1,11,13,9,0.263
282,2023,Triston Casas,BOS,132,429,502,113,66,21,2,24,66,65,70,2,126,1,2,0,7,0,0,0.263
283,2022,Nick Castellanos,PHI,136,524,558,138,98,27,0,13,56,62,29,0,130,3,2,0,15,7,1,0.263
284,2023,Edouard Julien,MIN,109,338,408,89,56,16,1,16,60,37,64,0,128,2,3,1,8,3,0,0.263
285,2022,Ildemaro Vargas,2 Tms,63,209,222,55,37,13,1,4,19,23,8,0,23,3,1,1,6,3,1,0.263
286,2022,Jared Young,CHC,6,19,22,5,3,2,0,0,2,0,3,0,7,0,0,0,0,1,0,0.263
287,2023,Travis Jankowski,TEX,107,247,287,65,51,12,1,1,34,30,35,0,42,2,2,1,6,19,1,0.263
288,2023,Bryan Reynolds,PIT,145,574,640,151,91,31,5,24,85,84,53,2,138,7,6,0,13,12,1,0.263
289,2023,Mike Trout,LAA,82,308,362,81,48,14,1,18,54,44,45,2,104,7,2,0,4,2,0,0.263
290,2023,Nick Madrigal,CHC,92,270,294,71,52,16,1,2,34,28,10,0,24,9,0,5,3,10,2,0.263
291,2022,Charles Leblanc,MIA,48,156,169,41,27,10,0,4,18,11,12,0,53,1,0,0,0,4,2,0.263
292,2022,Randy Arozarena,TBR,153,586,645,154,90,41,3,20,72,89,46,2,156,11,2,0,17,32,12,0.263
293,2023,Amed Rosario,2 Tms,142,510,545,134,95,25,8,6,70,58,29,0,99,3,3,0,15,15,2,0.263
294,2023,Edward Olivares,KCR,107,354,385,93,54,23,4,12,47,36,22,1,64,7,2,0,7,11,5,0.263
295,2022,Brandon Drury,2 Tms,138,518,568,136,75,31,2,28,87,87,38,0,126,8,4,0,8,2,3,0.263
296,2022,Jordan Groshans,MIA,17,61,65,16,15,0,0,1,9,2,4,0,13,0,0,0,2,0,0,0.262
297,2022,Alejo Lopez,CIN,61,145,156,38,31,5,1,1,15,10,9,1,21,2,0,0,1,3,1,0.262
298,2023,Mark Canha,2 Tms,139,435,507,114,77,25,1,11,51,62,49,1,79,17,6,0,11,11,1,0.262
299,2023,Alex Bregman,HOU,161,622,724,163,106,28,4,25,103,98,92,1,87,8,2,0,22,3,1,0.262
300,2022,Bryan Reynolds,PIT,145,542,614,142,92,19,4,27,74,62,56,6,141,14,2,0,13,7,3,0.262
301,2022,Seiya Suzuki,CHC,111,397,446,104,66,22,2,14,54,46,42,3,110,4,3,0,8,9,5,0.262
302,2023,Jonny DeLuca,LAD,24,42,45,11,8,1,0,2,5,6,3,0,8,0,0,0,0,1,0,0.262
303,2023,Brandon Drury,LAA,125,485,523,127,68,30,3,26,61,83,25,0,136,8,5,0,14,0,2,0.262
304,2023,Nathaniel Lowe,TEX,161,623,724,163,105,38,3,17,89,82,93,2,165,5,3,0,22,1,0,0.262
305,2023,Andrew Benintendi,CHW,151,562,621,147,106,34,2,5,72,45,52,5,89,3,3,1,12,13,2,0.262
306,2023,Lourdes Gurriel Jr.,ARI,145,551,592,144,83,35,2,24,65,82,33,1,103,6,2,0,20,5,0,0.261
307,2022,DJ LeMahieu,NYY,125,467,541,122,92,18,0,12,74,46,67,0,71,4,2,1,12,4,3,0.261
308,2023,Owen Miller,MIL,90,291,314,76,54,17,0,5,29,27,17,1,61,2,4,0,6,13,2,0.261
309,2022,Leody Taveras,TEX,99,314,341,82,61,14,2,5,39,34,21,0,88,2,3,1,2,11,5,0.261
310,2023,Matt Vierling,DET,134,479,530,125,89,21,5,10,63,44,44,1,112,5,1,1,8,6,6,0.261
311,2022,Garrett Cooper,MIA,119,414,469,108,64,33,2,9,37,50,40,0,119,10,5,0,6,0,0,0.261
312,2022,Isiah Kiner-Falefa,NYY,142,483,531,126,102,20,0,4,66,48,35,2,72,5,5,3,13,22,4,0.261
313,2023,Will Smith,LAD,126,464,554,121,79,21,2,19,80,76,63,2,89,15,12,0,8,3,0,0.261
314,2023,Emmanuel Rivera,ARI,86,257,283,67,50,13,0,4,32,29,22,0,56,0,4,0,9,1,0,0.261
315,2023,Lars Nootbaar,STL,117,426,503,111,73,23,1,14,74,46,72,2,99,1,3,1,7,11,1,0.261
316,2022,Wil Myers,SDP,77,261,286,68,46,15,0,7,29,41,21,1,86,1,3,0,7,2,1,0.261
317,2023,Yoán Moncada,CHW,92,334,357,87,55,20,1,11,39,40,20,0,107,2,1,0,6,1,0,0.26
318,2022,Danny Jansen,TOR,72,215,248,56,31,10,0,15,34,44,25,1,44,3,5,0,1,1,0,0.26
319,2023,Max Kepler,MIN,130,438,491,114,66,22,2,24,72,66,45,0,106,4,4,0,9,1,1,0.26
320,2023,Conner Capel,OAK,32,73,86,19,14,5,0,0,6,3,12,0,25,1,0,0,1,5,3,0.26
321,2022,Thairo Estrada,SFG,140,488,541,127,89,22,2,14,71,62,33,0,89,14,5,1,10,21,6,0.26
322,2023,Ha-Seong Kim,SDP,152,538,626,140,100,23,0,17,84,60,75,1,124,3,5,5,7,38,9,0.26
323,2023,Keibert Ruiz,WSN,136,523,562,136,94,24,0,18,55,67,31,1,58,6,2,0,13,1,1,0.26
324,2022,Will Smith,LAD,137,508,578,132,79,26,3,24,68,87,56,4,96,10,4,0,11,1,0,0.26
325,2022,Corbin Carroll,ARI,32,104,115,27,12,9,2,4,13,14,8,0,31,3,0,0,1,2,1,0.26
326,2023,Jordan Westburg,BAL,68,208,228,54,32,17,2,3,26,23,16,0,56,1,3,0,3,4,1,0.26
327,2022,Joey Wendle,MIA,101,347,371,90,62,24,1,3,27,32,15,0,50,5,3,1,7,12,3,0.259
328,2022,Austin Wynns,SFG,66,162,177,42,32,7,0,3,14,21,10,0,38,3,1,1,9,0,0,0.259
329,2022,Jake Fraley,CIN,68,216,247,56,35,9,0,12,33,28,26,1,54,3,2,0,1,4,1,0.259
330,2022,Alex Bregman,HOU,155,548,656,142,81,38,0,23,93,93,87,1,77,11,10,0,18,1,2,0.259
331,2022,Randal Grichuk,COL,141,506,538,131,88,21,3,19,60,73,24,0,127,6,2,0,12,4,0,0.259
332,2023,David Peralta,LAD,133,394,422,102,69,25,1,7,47,55,20,1,72,2,6,0,8,4,1,0.259
333,2023,Andruw Monasterio,MIL,92,282,315,73,55,14,1,3,38,27,28,0,66,3,2,0,9,7,2,0.259
334,2023,Victor Caratini,MIL,62,201,226,52,41,4,0,7,23,25,19,0,45,3,3,0,8,1,1,0.259
335,2022,David Bote,CHC,41,116,127,30,18,8,0,4,15,12,6,0,45,4,1,0,3,1,0,0.259
336,2022,Gunnar Henderson,BAL,34,116,132,30,18,7,1,4,12,18,16,1,34,0,0,0,1,1,1,0.259
337,2022,Terrin Vavra,BAL,40,89,103,23,19,2,1,1,14,12,12,0,19,0,2,0,2,0,1,0.258
338,2023,Brendan Rodgers,COL,46,178,192,46,32,9,1,4,21,20,11,0,41,3,0,0,6,0,0,0.258
339,2023,Matthew Batten,SDP,43,120,139,31,23,6,0,2,19,11,17,0,30,1,0,1,0,2,2,0.258
340,2022,Cedric Mullins,BAL,156,608,672,157,105,32,4,16,89,64,47,2,126,9,5,1,4,34,10,0.258
341,2023,Jonah Heim,TEX,131,457,501,118,72,28,0,18,61,95,40,2,96,1,3,0,10,2,0,0.258
342,2023,Dairon Blanco,KCR,69,124,138,32,18,7,4,3,19,18,10,0,33,2,0,2,2,24,5,0.258
343,2023,Richie Palacios,STL,32,93,102,24,12,6,0,6,9,16,6,0,11,1,1,1,1,2,0,0.258
344,2023,Jasson Domínguez,NYY,8,31,33,8,3,1,0,4,6,7,2,0,8,0,0,0,1,1,0,0.258
345,2023,Andrew Vaughn,CHW,152,566,615,146,93,30,2,21,67,80,36,0,129,11,2,0,15,0,0,0.258
346,2023,Manny Machado,SDP,138,543,601,140,89,21,0,30,75,91,50,1,109,2,6,0,20,3,2,0.258
347,2023,George Springer,TOR,154,613,683,158,111,25,1,21,87,72,60,1,125,5,3,0,20,20,5,0.258
348,2023,Christian Walker,ARI,157,582,661,150,79,36,2,33,86,103,62,3,127,8,8,0,13,11,0,0.258
349,2023,Teoscar Hernández,SEA,160,625,678,161,104,29,2,26,70,93,38,2,211,8,7,0,6,7,2,0.258
350,2023,Miguel Cabrera,DET,98,334,370,86,62,20,0,4,21,34,31,0,74,2,3,0,11,0,0,0.257
351,2022,José Azocar,SDP,98,202,216,52,40,9,3,0,24,10,12,0,44,0,1,1,6,5,6,0.257
352,2022,C.J. Cron,COL,150,575,632,148,88,28,3,29,79,102,43,6,164,8,5,0,16,0,0,0.257
353,2023,Fernando Tatis Jr.,SDP,141,575,635,148,89,33,1,25,91,78,53,0,141,3,3,1,17,29,4,0.257
354,2022,Kyle Tucker,HOU,150,544,609,140,81,28,1,30,71,107,59,4,95,1,2,0,11,25,4,0.257
355,2023,Bryan De La Cruz,MIA,153,579,626,149,98,32,0,19,60,78,40,0,142,1,5,0,18,4,1,0.257
356,2023,Anthony Santander,BAL,153,591,656,152,82,41,1,28,81,95,55,1,152,6,4,0,11,5,1,0.257
357,2022,Abraham Almonte,BOS,15,35,37,9,6,2,0,1,7,2,1,0,12,1,0,0,1,1,0,0.257
358,2023,Willi Castro,MIN,124,358,409,92,60,18,5,9,60,34,34,1,99,12,3,2,5,33,5,0.257
359,2022,Gleyber Torres,NYY,140,526,572,135,82,28,1,24,73,76,39,2,129,3,3,1,12,10,5,0.257
360,2022,Josh Harrison,CHW,119,386,425,99,71,19,2,7,50,27,21,0,71,14,2,2,9,2,1,0.256
361,2023,Andrew McCutchen,PIT,112,390,473,100,69,19,0,12,55,43,75,1,100,4,4,0,8,11,3,0.256
362,2023,LaMonte Wade Jr.,SFG,135,429,519,110,77,14,2,17,64,45,76,3,95,6,4,4,4,2,0,0.256
363,2023,Spencer Horwitz,TOR,15,39,44,10,7,2,0,1,5,7,4,0,12,1,0,0,1,0,0,0.256
364,2022,Josh Naylor,CLE,122,449,498,115,67,28,0,20,47,79,38,4,80,6,5,0,13,6,1,0.256
365,2023,Kyle Farmer,MIN,120,336,369,86,59,14,2,11,49,46,23,0,86,8,2,0,7,2,4,0.256
366,2023,Jake Fraley,CIN,111,336,380,86,53,18,0,15,41,65,37,2,71,6,1,0,5,21,5,0.256
367,2023,Tommy Pham,2 Tms,129,426,481,109,63,27,3,16,55,68,47,1,106,2,6,0,11,22,3,0.256
368,2023,Sam Huff,TEX,21,43,45,11,6,2,0,3,5,6,2,0,17,0,0,0,1,0,0,0.256
369,2022,Trayce Thompson,2 Tms,80,219,255,56,28,14,1,13,36,41,32,0,93,2,2,0,2,4,1,0.256
370,2022,Sam Haggerty,SEA,83,176,201,45,30,9,1,5,29,23,18,3,53,4,2,1,4,13,1,0.256
371,2023,Gunnar Henderson,BAL,150,560,622,143,77,29,9,28,100,82,56,1,159,3,3,0,10,10,3,0.255
372,2022,Mike Brosseau,MIL,70,141,160,36,25,5,0,6,15,23,14,0,48,5,0,0,0,2,0,0.255
373,2022,Hunter Renfroe,MIL,125,474,522,121,68,23,1,29,62,72,39,1,121,4,3,2,11,1,1,0.255
374,2023,Eddie Rosario,ATL,142,478,516,122,74,24,3,21,64,74,34,1,122,1,2,1,13,3,4,0.255
375,2023,Jorge Polanco,MIN,80,302,343,77,45,18,0,14,38,48,36,0,88,2,3,0,2,4,0,0.255
376,2023,Tyler Wade,OAK,26,51,55,13,11,1,1,0,8,2,4,0,13,0,0,0,0,4,0,0.255
377,2022,Kyle Farmer,CIN,145,526,583,134,94,25,1,14,58,78,33,0,99,16,6,2,20,4,3,0.255
378,2023,Salvador Perez,KCR,140,538,580,137,93,21,0,23,59,80,19,6,135,13,8,0,11,0,0,0.255
379,2022,David Fletcher,LAA,61,216,228,55,43,9,1,2,20,17,7,0,16,3,0,2,6,1,0,0.255
380,2022,Miguel Cabrera,DET,112,397,433,101,86,10,0,5,25,43,28,3,101,3,5,0,11,1,0,0.254
381,2023,Dominic Smith,WSN,153,527,586,134,100,21,1,12,57,46,47,1,91,10,2,0,12,1,1,0.254
382,2023,Francisco Lindor,NYM,160,602,687,153,87,33,2,31,108,98,66,1,137,12,7,0,8,31,4,0.254
383,2023,Ryan McKenna,BAL,89,122,139,31,22,7,0,2,23,18,9,0,40,3,2,3,4,5,0,0.254
384,2023,Randy Arozarena,TBR,151,551,654,140,95,19,3,23,95,83,80,1,156,18,5,0,10,22,10,0.254
385,2022,Luis González,SFG,98,311,350,79,56,17,2,4,31,36,30,1,75,4,5,0,5,10,2,0.254
386,2022,Victor Reyes,DET,92,315,336,80,55,19,3,3,27,34,13,0,77,4,4,0,7,2,2,0.254
387,2022,Salvador Perez,KCR,114,445,473,113,66,23,1,23,48,76,18,2,109,7,3,0,9,0,0,0.254
388,2023,Esteury Ruiz,OAK,132,449,497,114,84,24,1,5,47,47,20,1,99,16,1,4,7,67,13,0.254
389,2022,Eric Haase,DET,110,323,351,82,50,17,1,14,41,44,24,1,97,1,3,0,9,0,0,0.254
390,2022,Bobby Witt Jr.,KCR,150,591,632,150,93,31,6,20,82,80,30,2,135,6,5,0,12,30,7,0.254
391,2022,Adley Rutschman,BAL,113,398,470,101,52,35,1,13,70,42,65,0,86,4,3,0,4,4,0,0.254
392,2023,Brandon Belt,TOR,103,339,404,86,44,23,0,19,53,43,61,1,141,2,2,0,5,0,0,0.254
393,2022,Michael A. Taylor,KCR,124,414,456,105,83,10,3,9,49,43,35,0,109,2,3,2,6,4,2,0.254
394,2022,Jazz Chisholm Jr.,MIA,60,213,241,54,26,10,4,14,39,45,21,0,66,3,3,0,0,12,5,0.254
395,2022,Jeremy Peña,HOU,136,521,558,132,88,20,2,22,72,63,22,0,135,6,5,1,5,11,2,0.253
396,2023,Kevin Newman,CIN,74,225,253,57,38,16,0,3,28,28,17,0,34,4,5,2,7,8,1,0.253
397,2023,Curtis Mead,TBR,24,83,92,21,16,3,1,1,12,5,7,0,21,2,0,0,3,0,0,0.253
398,2023,Ezequiel Tovar,COL,153,581,615,147,91,37,4,15,79,73,25,0,166,4,3,2,10,11,5,0.253
399,2022,Juan Yepez,STL,76,253,274,64,39,13,0,12,27,30,16,0,61,1,4,0,6,0,0,0.253
400,2023,Taylor Ward,LAA,97,356,409,90,58,18,0,14,60,47,39,0,80,8,6,0,9,4,2,0.253
401,2023,Aaron Hicks,2 Tms,93,269,312,68,50,9,1,8,44,36,42,1,69,0,1,0,3,6,0,0.253
402,2023,Jesús Sánchez,MIA,125,360,402,91,51,23,3,14,43,52,38,1,107,2,1,1,12,3,1,0.253
403,2022,Kyle Stowers,BAL,34,91,98,23,15,4,1,3,11,11,5,0,29,2,0,0,3,0,0,0.253
404,2023,Sam Haggerty,SEA,52,91,108,23,18,3,1,1,13,5,15,0,17,1,0,1,0,10,1,0.253
405,2023,Jarred Kelenic,SEA,105,372,416,94,56,25,2,11,44,49,41,4,132,1,2,0,6,13,5,0.253
406,2022,Riley Greene,DET,93,376,418,95,68,18,4,5,46,42,36,0,120,3,3,0,8,1,4,0.253
407,2022,Kerry Carpenter,DET,31,103,113,26,15,4,1,6,16,10,6,0,32,3,1,0,0,0,0,0.252
408,2023,René Pinto,TBR,39,103,105,26,17,3,0,6,10,16,2,0,34,0,0,0,2,0,0,0.252
409,2023,Jacob Young,WSN,33,107,121,27,19,7,1,0,9,12,10,0,22,1,0,3,2,13,0,0.252
410,2022,Bryan De La Cruz,MIA,115,329,355,83,50,20,0,13,38,43,19,0,90,2,4,0,8,4,0,0.252
411,2023,Mike Tauchman,CHC,108,337,401,85,59,18,0,8,64,48,56,1,86,4,3,1,3,7,1,0.252
412,2022,Charlie Culberson,TEX,70,115,124,29,21,6,0,2,19,12,5,0,31,0,0,4,5,2,3,0.252
413,2022,Christian Yelich,MIL,154,575,671,145,102,25,4,14,99,57,88,5,162,5,2,1,9,19,3,0.252
414,2023,Harold Castro,COL,99,258,270,65,51,13,0,1,24,31,9,0,66,0,2,1,5,1,0,0.252
415,2023,Ildemaro Vargas,WSN,86,262,286,66,47,13,2,4,32,31,19,0,20,1,1,3,10,1,1,0.252
416,2023,Zach Remillard,CHW,54,147,160,37,29,7,0,1,16,18,8,1,48,1,0,4,3,4,3,0.252
417,2022,Christian Bethancourt,2 Tms,101,318,333,80,52,17,0,11,39,34,12,0,80,2,0,1,6,5,1,0.252
418,2023,J.T. Realmuto,PHI,135,489,540,123,70,28,5,20,70,63,35,3,138,9,5,0,10,16,5,0.252
419,2023,Jason Delay,PIT,70,167,187,42,29,11,1,1,20,18,14,0,44,3,1,2,5,0,0,0.251
420,2023,Jeimer Candelario,2 Tms,140,505,576,127,63,39,3,22,77,70,53,1,127,13,4,0,11,8,1,0.251
421,2022,Ha-Seong Kim,SDP,150,517,582,130,87,29,3,11,58,59,51,0,100,7,4,3,9,12,2,0.251
422,2023,Sean Murphy,ATL,108,370,438,93,51,21,0,21,65,68,49,0,98,18,1,0,18,0,0,0.251
423,2023,Andrés Giménez,CLE,153,557,616,140,93,27,5,15,76,62,32,3,112,20,3,4,10,30,6,0.251
424,2023,Elvis Andrus,CHW,112,374,406,94,67,20,1,6,39,44,25,1,71,4,2,1,11,12,4,0.251
425,2023,Matt Duffy,KCR,79,191,209,48,38,8,0,2,17,16,12,0,39,4,2,0,4,1,0,0.251
426,2022,Keibert Ruiz,WSN,112,394,433,99,70,22,0,7,33,36,30,0,50,6,2,1,9,6,1,0.251
427,2023,Garrett Cooper,2 Tms,123,422,457,106,70,18,1,17,42,61,31,0,132,2,2,0,15,0,0,0.251
428,2022,Kolten Wong,MIL,134,430,497,108,65,24,4,15,65,47,46,2,88,14,5,2,5,17,6,0.251
429,2023,Edmundo Sosa,PHI,104,279,300,70,43,15,2,10,34,30,8,0,74,9,1,2,10,4,2,0.251
430,2022,Austin Nola,SDP,110,347,397,87,68,15,0,4,40,40,34,1,60,6,9,1,5,2,1,0.251
431,2022,David Peralta,2 Tms,134,439,490,110,65,30,3,12,39,59,41,5,114,4,6,0,8,1,3,0.251
432,2022,Austin Hays,BAL,145,535,582,134,81,35,2,16,66,60,34,0,114,10,3,0,11,2,4,0.25
433,2022,Ryan Mountcastle,BAL,145,555,609,139,88,28,1,22,62,85,43,1,154,4,7,0,12,4,1,0.25
434,2023,Ty France,SEA,158,587,665,147,103,32,0,12,79,58,43,0,117,34,1,0,25,1,0,0.25
435,2022,Whit Merrifield,2 Tms,139,504,550,126,86,28,1,11,70,58,38,0,85,0,8,0,11,16,5,0.25
436,2022,Matt Duffy,LAA,77,228,247,57,47,8,0,2,14,16,17,0,50,2,0,0,6,0,0,0.25
437,2022,Austin Meadows,DET,36,128,147,32,24,6,2,0,9,11,16,0,17,3,0,0,2,0,1,0.25
438,2022,Alex Jackson,MIL,5,12,12,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.25
439,2022,Harrison Bader,2 Tms,86,292,313,73,55,10,3,5,38,30,15,0,62,4,2,0,4,17,3,0.25
440,2022,Darick Hall,PHI,42,136,142,34,16,8,1,9,19,16,5,0,44,1,0,0,3,0,0,0.25
441,2022,Alex Kirilloff,MIN,45,144,156,36,26,7,0,3,14,21,5,0,36,4,2,0,5,0,0,0.25
442,2022,Nick Maton,PHI,35,72,85,18,10,2,1,5,13,17,10,0,29,1,2,0,0,0,0,0.25
443,2022,Luis Campusano,SDP,16,48,50,12,10,1,0,1,4,5,1,0,11,0,1,0,2,0,0,0.25
444,2022,Jake Burger,CHW,51,168,183,42,24,9,1,8,20,26,10,1,56,3,1,1,7,0,0,0.25
445,2023,Manny Piña,OAK,4,12,12,3,2,0,0,1,1,1,0,0,3,0,0,0,1,0,0,0.25
446,2023,Corey Dickerson,WSN,50,144,152,36,26,7,1,2,12,17,7,0,28,0,1,0,3,0,1,0.25
447,2023,Jorge Soler,MIA,137,504,580,126,66,24,0,36,77,75,66,4,141,6,4,0,20,1,0,0.25
448,2023,Miguel Andujar,PIT,30,84,90,21,10,7,0,4,9,18,6,0,13,0,0,0,1,2,0,0.25
449,2023,Luis Torrens,2 Tms,18,28,30,7,4,3,0,0,1,4,1,0,9,1,0,0,0,0,0,0.25
450,2023,Eguy Rosario,SDP,11,36,37,9,5,1,1,2,6,6,1,0,12,0,0,0,1,0,0,0.25
451,2023,Isaac Paredes,TBR,143,492,571,123,68,24,0,31,71,98,58,0,104,20,1,0,11,1,0,0.25
452,2023,Jazz Chisholm Jr.,MIA,97,352,383,88,55,12,2,19,50,51,26,0,118,2,2,1,4,22,3,0.25
453,2023,Oneil Cruz,PIT,9,32,40,8,6,1,0,1,7,4,7,0,8,0,1,0,0,3,0,0.25
454,2023,Jake Burger,2 Tms,141,492,540,123,60,28,1,34,71,80,32,0,149,12,4,0,4,1,1,0.25
455,2023,Alejandro Kirk,TOR,123,372,422,93,69,16,0,8,34,43,42,1,45,6,2,0,21,0,0,0.25
456,2023,Luis Matos,SFG,76,228,253,57,41,13,1,2,24,14,20,0,33,3,0,2,3,3,0,0.25
457,2022,Adolis García,TEX,156,605,657,151,85,34,5,27,88,101,40,2,183,6,6,0,9,25,6,0.25
458,2022,Sean Murphy,OAK,148,537,612,134,77,37,2,18,67,66,56,2,124,13,5,0,14,1,0,0.25
459,2023,Luke Raley,TBR,118,357,406,89,44,23,3,19,56,49,28,0,128,18,2,1,2,14,3,0.249
460,2023,Matt Wallner,MIN,76,213,254,53,27,11,1,14,42,41,28,1,80,13,0,0,1,2,1,0.249
461,2022,Nick Madrigal,CHC,59,209,228,52,45,7,0,0,19,7,14,0,27,3,0,2,6,3,1,0.249
462,2022,Jonathan India,CIN,103,386,431,96,68,16,2,10,48,41,31,1,94,14,0,0,5,3,4,0.249
463,2022,Elvis Andrus,2 Tms,149,535,577,133,84,32,0,17,66,58,39,0,92,3,0,0,11,18,4,0.249
464,2023,James Outman,LAD,151,483,567,120,78,16,3,23,86,70,68,1,181,12,4,0,4,16,3,0.248
465,2023,Tommy Edman,STL,137,479,528,119,77,25,4,13,69,47,35,1,84,7,4,3,9,27,4,0.248
